../data/2002.txt,1,1,MCSketch,10.2526,1,0.735341,0.847489,10.3556,0.00552125
../data/2002.txt,1,1,MCSketch,10.312,1,0.735341,0.847489,10.3556,0.00552125
../data/2002.txt,1,1,MCSketch,10.3229,1,0.735341,0.847489,10.3556,0.00552125
../data/2002.txt,1,1,MCSketch,10.354,1,0.735341,0.847489,10.3556,0.00552125
../data/2002.txt,1,1,MCSketch,13.8375,1,0.453249,0.623773,0,0
../data/2002.txt,1,1,MCSketch,10.5473,1,0.453249,0.623773,0,0
../data/2002.txt,1,1,MCSketch,10.6052,1,0.453249,0.623773,0,0
../data/2002.txt,1,1,MCSketch,0.00980762,1,0.453249,0.623773,0,0
../data/2002.txt,1,1,MCSketch,10.3312,1,0.453249,0.623773,0,0
../data/2002.txt,1,1,MCSketch,10.43,1,0.453249,0.623773,0,0
../data/2002.txt,1,1,MCSketch,10.5654,1,0.453249,0.623773,0,0
../data/2002.txt,1,1,MCSketch,9.47052,0.536193,0.633914,0.580973,9.75591e+07,33161.7
../data/2002.txt,1,1,MCSketch,10.3612,1,0.581616,0.735471,2.21258e+08,121842
../data/2002.txt,1,1,MCSketch,10.5486,1,0.709984,0.830398,1.73914e+08,96760.5
../data/2002.txt,1,1,MCSketch,10.4891,1,0.709984,0.830398,1.73914e+08,96760.5
../data/2002.txt,1,1,MCSketch,10.555,1,0.709984,0.830398,1.56013e+08,94580.5
../data/2002.txt,1,1,MCSketch,10.5658,1,0.709984,0.830398,1.56013e+08,94580.5
../data/2002.txt,1,1,MCSketch,10.6177,1,0.709984,0.830398,1.56013e+08,94580.5
../data/2002.txt,1,1,MCSketch,10.5406,1,0.767036,0.868161,1.5044e+08,88592.8
../data/2002.txt,1,1,MCSketch,10.5437,1,0.767036,0.868161,7.81818,0.00369008
../data/2002.txt,1,1,MCSketch,10.6196,1,0.767036,0.868161,7.81818,0.00369008
